shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BmfCpbIBc9D,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/2d0c63d4aac25d67c9339375bab3fc24/5DC738EA/t51.2885-15/e35/38162672_708659099511993_8609736414164156416_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTg0NjIwNjAxNDk2MjM4ODgwMw%3D%3D.2,29872,FALSE,398,640,640,Happy #Independence Day to All #Indians 🇮🇳,"['Indians', 'Independence']",1534304929
BmYhsddBE6w,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/74e209aa0ee80104481833d94c87551d/5DA63AE1/t51.2885-15/e35/38096758_2051529051843389_6330402686130716672_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTg0NDM3MjIzODIyNTM5NTM3Ng%3D%3D.2,11248,FALSE,53,1074,1080,"New Delhi: India's plan to put a human in space is just one decision away from being made a reality. In an exclusive interview, K Sivan, chairman of space research organisation ISRO said several of the critical technologies are already in place, including a crew module and a crew escape system. A prototype space suit has also been developed. ""ISRO is readying critical technologies for Indian human space programme. If the government wants, the Indian astronaut programme can be launched,"" said Mr #Sivan. Completing all arrangements, however, could take #five to #seven years, he said.
Source:www.ndtv.com
#isro #ndtv","['Sivan', 'isro', 'seven', 'ndtv', 'five']",1534086325
Bk1dTYGglVS,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/679bdc5fb701cec486f028c86bbb4622/5DA62390/t51.2885-15/e35/36161299_501639706937742_616455053972078592_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTgxNjQ4Njg5OTYxMTc1MTc2Mg%3D%3D.2,18025,FALSE,109,1080,1080,"India will take another step forward with its human spaceflight program, when ISRO tests the crew escape system for its crew capsule in an emergency pad abort situation. The test will last about 220 seconds, beginning during a two-hour window that opens at 06:00 local time (00:30 UTC). However, by the end of the window on Thursday, there was no reports of the test taking place.

While the Indian Space Research Organisation (#ISRO) has not made manned space missions one of their highest priorities, the agency has been quietly proceeding with work on a capsule that would launch atop the #GSLV Mk.III rocket and carry a crew of two into orbit.

The project’s most high-profile test came three and a half years ago, when the Crew Module Atmospheric Reentry Experiment (#CARE) successfully demonstrated that the spacecraft could withstand the rigors of atmospheric reentry.
Source:nasaspaceflight.com","['ISRO', 'CARE', 'GSLV']",1530762134
Bj3geByAvBt,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/952be29eeb4eb377c33e8e1e434d8a14/5DB2EAF1/t51.2885-15/e35/33917512_2008028632792919_3001862220675022848_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc5OTA0OTM3NzE0MzI1NTE0OQ%3D%3D.2,20982,FALSE,173,1080,1080,"In an epic Indian discovery, a team from the Physical Research Laboratory, #Ahmedabad, has spotted for the first time a distant planet six times bigger than Earth and revolving around a Sun-like star about 600 light years away. Both the planet and the star have been named EPIC. ""With this discovery India has joined a handful of countries which have discovered planets around stars,"" #PRL's parent Indian Space Research Organisation has announced. Significantly, the discovery was made using a #PRL-designed spectrograph, PARAS, to measure and confirm the mass of the new planet.

#EPIC #211945201b (or K2-236b) is the name given to the planet by the discovery team led by PRL's Abhijit Chakraborty. The host star is named #EPIC 211945201 or #K2-236.
Source:The Hindu
#isro #epic","['K2', 'isro', 'epic', 'EPIC', '211945201b', 'PRL', 'Ahmedabad']",1528683419
BjXWLt7nVCn,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/3f02bcaa4d8d51ed86750a9c9008edda/5DA04B0D/t51.2885-15/e35/32443527_175141586437068_3975430241802780672_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc4OTk5NjkzOTE1OTA5NzUxMQ%3D%3D.2,13625,FALSE,48,1080,1080,"Speaking to TOI, #Ahmedabad-based Space Applications Centre (SAC) director Tapan Misra said, “The one-year phase-1 trial of the satellite-based early warning system is over. Its performance has been satisfactory.”
Under a pilot project, the railways had last year installed Isro-developed integrated circuit (IC) chips on some train engines. The Indian Regional Navigation Satellite System (or NaVIC) was used to caution road users at unmanned crossings about approaching trains through hooters installed at these crossings. Explaining its functions, Misra said, “A hooter gets activated as soon as it gets signal from the IC chip installed on a train when its engine is at a distance of 500 metres to 4 km from the crossing. The hooter, linked to the navigation system, thus warns road users about the approaching train. It becomes louder as the train approaches the crossing and goes silent after the train has passed.”
Source:TOI
#isro #railwaycrossing #satellite","['satellite', 'Ahmedabad', 'isro', 'railwaycrossing']",1527604285
BhakoFYHjjk,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/5eeb66bc5edbb62d60fdc1763a81006e/5DC72673/t51.2885-15/e35/30084888_186423401977255_5012644073324937216_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc1NDg3NjA4OTA0MTA0MTYzNg%3D%3D.2,15227,FALSE,112,720,1080,#pslvc41 #irnss1l #isro,"['irnss1l', 'isro', 'pslvc41']",1523417553
Bg6C96Pgwvc,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/dd9580ddd100464980a9c6bfa57211cc/5DC11936/t51.2885-15/e35/29095669_597613387262070_1005338869173846016_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTc0NTcyMDg1NjA3Nzg2MzkwMA%3D%3D.2,28788,FALSE,449,498,750,#gsat6a #gslvf08 #isro,"['isro', 'gslvf08', 'gsat6a']",1522326164
Bg6AX3aAfoI,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/e4d74eb30dedc36ecd88aa002e1f9838/5DAA1E74/t51.2885-15/e35/29417879_840115982858030_7501879188190658560_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc0NTcwOTQ0NTU5OTU5MDkyMA%3D%3D.2,24874,FALSE,263,1063,1080,"#Work #hard #silently and let success make the noise. If you have the passion to achieve your goal, then no one can stop you, said scientist Chunaram Dhatarwal from Barmer, who has been selected in ISRO. Dhatarwal was given a warm welcome when he reached Veer Tejaji Hostel at Balotara in Barmer district on Monday. He addressed the students and gave them tips to achieve success. He was welcomed by various voluntary organisations. A resident of Baytu near Pakistan border in Barmer district, Dhatarwal scored 12th rank at all India level in ISRO exam. During school days, Dhatarwal would walk four kilometres bare feet from his village to school. Our house had no light so he would study in the light of chimney, said his father Bholaram.In #Barmer and Jaisalmer, the temperature during summers goes up to 50 degrees and it is very difficult to walk on sand. Our financial condition was very weak due to which my elder son Kishan Kumar could not study and started working in a factory from young age. However, Dhatarwal was determined to study even under such tough circumstances. He wanted to become a scientist since childhood. ISRO Central recruitment board, 2017, had organised an exam for 35 posts and Dhatarwal achieved 12th rank at all India level. Who says you cannot make hole in the sky, just throw a stone, Dhatarwal said, who has followed this principle in life. His farmer father studied till Class VIII, and his mother Ramu Devi is a homemaker, who is illiterate. Till Class VIII, Dhatarwal went to government middle school 4km away from his village. Later, he joined Navodaya School at Pachpadra. He got top rank in Class XII and won gold medal. His elder brother quit his studies and started working in a factory to support the family and continue Dhatarwal’s studies. Even today, there is no electricity in his village. The first place in ISRO exam was bagged by Sunder Sharma and second position by Kanwaljot Singh Sandhu. Dhatarwal gave the credit of his success to his parents and elder brother. Apart from them, teacher Chimnaram Jani guided him which helped him choose this route.Moreover, Dr Abdul #Kalam has been his idol and he is eager to follow his principles. Source:TOI","['hard', 'Barmer', 'silently', 'Work', 'Kalam']",1522324804
Bg2nEtHAU6q,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/5a96fddba9adbe0d84d69b8c5c0f070b/5DA0E6BE/t51.2885-15/e35/29739003_150521232443936_1368520406075441152_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc0NDc1Mzc1Mjc4MDM5NDE1NA%3D%3D.2,12114,FALSE,71,771,1080,"GSLV-F08/GSAT-6A Mission
Courtesy:ISRO
#isro #gslvf08 #gsat6a","['isro', 'gslvf08', 'gsat6a']",1522210877
Bgu_tNFAFUU,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/16d9c6c7ea76c56d84567ce5dbcf7da9/5DB51764/t51.2885-15/e35/29087898_1643593215717123_946381054237736960_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MTc0MjYxMDI4OTE4ODE2NDg4NA%3D%3D.2,15426,FALSE,44,789,1080,"The Indian Space Research Organisation (ISRO), announces that the much awaited ‘Smart India Hackathon 2018 – Software edition Grand Finale’ is scheduled to be held on March 30 & 31, 2018 simultaneously at 28 different nodal centers across India. ISRO is a ‘Premier Partner’ in this initiative. Launched on Oct 16, 2017 in Pune, ‘Smart India #Hackathon 2018’ harnesses creativity and expertise of students, builds funnel for ‘Startup India, Standup India’ campaign, crowd sources solutions for improving governance and quality of life, and provides opportunity to citizens to provide innovative solutions to India’s daunting problems.
#hackthon #isro #coding","['Hackathon', 'coding', 'hackthon', 'isro']",1521955356
BgqpIrhnOiy,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/a386be5aa7658d76e8a1526d2811a935/5DBDE7FC/t51.2885-15/e35/29090270_162134851267862_1406783659830149120_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTc0MTM4NTEyMjMyOTcxNjkxNA%3D%3D.2,15855,FALSE,149,840,1080,"#GSLV-F08  is the 12th flight of Geosynchronous Satellite Launch Vehicle (#GSLV) and Sixth flight with #indigenous #Cryogenic Stage. The Launch of #GSLV-F08 carrying GSAT-6A is planned from the Second Launch Pad (SLP) in Satish Dhawan Space Centre #SHAR, #Sriharikota

GSLV -F08 / GSAT-6A Mission is scheduled to be launched on Thursday, March 29, 2018 at 16:56 Hrs (IST).","['Sriharikota', 'Cryogenic', 'indigenous', 'GSLV', 'SHAR']",1521809304
Bgd6plJHohn,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/56c8655eef073563d17012ce2f59ce35/5DC1D6DC/t51.2885-15/e35/28753238_229398684297379_7824090701343227904_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTczNzgwMjk3NTMxMjUxMzEyNw%3D%3D.2,29677,FALSE,184,1080,1080,"At 56 years of age, having never experienced a snowfall before, yet lugging kilos of equipment across an icy landscape, Mangala Mani, Isro’s first woman scientist who spent over 403 days in Antarctica, is a true embodiment of ‘Nari Shakti’. Staying in the world’s coldest place where minimum temperatures can slide to -90 degrees Celsius, Mangala Mani was part of a 23-member expedition team that went to India’s research station, Bharati, in the icy continent in November 2016. She was the only woman in the all-men team. In an exclusive interview to TOI, Mani, who successfully completed her mission last December, said, “The Antarctica mission was really a challenge. Climate there was very harsh. We were very careful while going out of our climate-controlled research station. One had to wear polar clothing. Even 2 or 3 hours out in severe cold was too much and one had to come back immediately for warm-up.” When stationed at Bharati during the polar wintering, she was not only the solitary woman in the Indian expedition team but the only female in that zone as the Russian and Chinese earth stations also did not have any woman during the 2016-17 period. 
Source:TOI
#mangalamani #woman #firstindian #antarctica #isro 🚀🛰","['isro', 'firstindian', 'woman', 'antarctica', 'mangalamani']",1521382279
BgTB8JcnU3R,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/5a5f3b04fb69fe3e6754e3d29fb04bd2/5DA79EAE/t51.2885-15/e35/28763353_559266871126880_9015074145997684736_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTczNDczODgxMjgyNjYzNTcyOQ%3D%3D.2,18201,FALSE,138,640,640,#ripstephenhawking,['ripstephenhawking'],1521017003
Bf2MkmZnwIH,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/f04b43a09b96a515e3adc49f24e53a7d/5DA8D093/t51.2885-15/e35/28429533_172134430077918_7161592034589933568_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTcyNjYyMjc5ODgzNDUwMDEwMw%3D%3D.2,20188,FALSE,157,1080,1080,"Making an effort to extend space research, the Indian Space Research Organisation (ISRO), has started working on building igloo-like habitats on the lunar surface for potential future missions, according to a report by The Times of India.
The moon is a crucial and close destination for research and planetary exploration not just for ISRO but many of the world’s national and international space agencies (such as NASA, ESA, and others). Lunar missions are the first steps in expanding the manned and unmanned exploration of our solar system.
The moon can be used as a laboratory with lower gravity (1/6 of the earth’s gravity field) as it is the closest and most accessible planetary object from Earth.With that in mind, the space research organisation has planned to build ‘lunar habitats,’ which will serve as an “outpost” by sending robots and 3D printers to the Moon. It will be built by using the soil there, as well as other materials.
M Annadurai, Director, ISRO Satellite Centre (ISAC) told the TOI, “We are planning to use the Moon as an outpost—like missions in Antarctica. In the long run, the space station is likely to be scrapped. Many countries, including the US, are considering building more permanent structures on the Moon and working out of there. When that happens, we want India to have contributed.”
#isro #moon #igloos
Source:thebetterindia.com","['isro', 'igloos', 'moon']",1520049498
BeZc-pbAi3t,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/f7fb65b78efac19c120deb8bf25478b8/5DB51CB5/t51.2885-15/e35/26286958_858032294397917_1475578715105656832_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTcwMDUxNzc4NDY5NTQ4Mzg4NQ%3D%3D.2,13291,FALSE,93,425,640,#unitedwestand #happyrepublicday🇮🇳,"['unitedwestand', 'happyrepublicday']",1516937538
Bd1uZBsAXze,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/4a7816f4f86b549ee3cddba72d74d751/5DA85BC3/t51.2885-15/e35/26066030_2075836099313110_622252873274621952_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTY5MDQ2MTI2NTA4NTk1NTI5NA%3D%3D.2,20724,FALSE,275,640,640,#cartosat2 #isro #100,"['100', 'isro', 'cartosat2']",1515738708
Bdz_VpMHK35,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/18c7d68b9a404ab46a91aa337b462e3c/5DB31EE6/t51.2885-15/e35/26065235_154871045167927_217316686523531264_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTY4OTk3Mjg0OTQ1OTg5OTg5Nw%3D%3D.2,26299,FALSE,230,1080,1080,"The 28-hour countdown to launch #31 #satellites, including three of India and 28 of six other countries, by Indian Space Research Organisation (#ISRO) began at 5.29 am in Sriharikota in Andhra Pradesh today.
Source:economic times &ISRO","['ISRO', 'satellites', '31']",1515680484
BdXUfIEAUCA,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/1a07d1455b16701165969e31b5c92626/5DBBD0FC/t51.2885-15/e35/25023755_1614540345303638_3142935403674206208_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTY4MTkwMzA4NTczNzI5NjAwMA%3D%3D.2,21539,FALSE,166,1080,1080,"The country’s second mission to the Moon, ‘Chandrayaan-II’ would be launched during March-April 2018, by using a Geosynchronous Satellite launch vehicle (GSLV MK II). This prestigious mission will include a lunar, Orbiter, lander and rover, said Dr. Mylswamy Annadurai, director, ISRO Satellite Centre, Bengaluru.
Source:Deccan Chronicle
#2018 #lunar #isro","['2018', 'isro', 'lunar']",1514718493
BcMfu0xgizP,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/fbf696f13150531cdb84ddc83e6e01b4/5DAEE6A1/t51.2885-15/e35/24274798_364022397377252_4487004728437243904_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTY2MDg0MTkxOTc5NTgzNDA2Mw%3D%3D.2,25207,FALSE,283,1080,1080,"4 months to go!
#ISRO is getting ready to land its very first #lunar #rover by the end of March #2018, as part of its #Chandrayaan-2 #mission.
Source:economictimes.com","['ISRO', '2018', 'Chandrayaan', 'mission', 'lunar', 'rover']",1512207807
BbRrBk0HzK0,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/2ade2ead478ffdedead543b2e54dd44d/5DBE5008/t51.2885-15/e35/23421848_748180305377888_8266378071183982592_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTY0NDI4NDU2MzIxNTU2MTM5Ng%3D%3D.2,19653,FALSE,179,1080,1080,"Indian Space Research Organisation (ISRO) Chairman AS Kiran Kumar has said that the next step in terms of Mars exploration would be to look for alien life or signs of life. He also said that the resources that could support human habitation need to be investigated.
On future of Mars exploration, he said, ""The next step would be to search for signs of life and investigate resources that could support human habitation.""
""We need to develop capabilities by solving problems going into deep space also. We need to remain relevant and need to solve issues differently. The world is changing very fast and private entrepreneurs are entering the segment,"" he said.
Kumar was speaking at an inaugural talk at Physical Research Laboratory (PRL) on Wednesday.
He said that ISRO is currently in the process to build reusable launch vehicles. He also said that new technologies for interplanetary missions is also in the works.
Kumar said that this has been done in an effort to reduce the cost incurred in the launch of vehicles.
""We are also on the lookout for equipping with capabilities to carry objects in multiple launches than single launches. We want to reduce cost of access and hence are building reusable launch vehicles,"" Kumar said.
A three-day brainstorming session on 'Vision and Explorations for Planetary Sciences in Decades 2020-2060' has been organised by PRL to provide a forum for planetary researchers and academicians. They can discuss, explore and present the latest trends, promote understanding and exchange results and opinions in the area of planetary sciences and explorations.
Many newer institutions are setting up an astronomy department in their institutes. One of the IITs has even roped in NASA scientists for their astronomy department. 
What is Reusable Launch Vehicle? 
A reusable launch vehicle or #RLV is a launch system intended to allow for recovery of all or part of its components for later reuse. This contrasts with expendable launch systems, where each launch vehicle is launched once and then discarded. To date, no 100 per cent reusable orbital launch system has ever been created.
Source:newsnation.in
#mars #reuseablelaunchvehicle #aliens #isro🚀🛰","['isro', 'reuseablelaunchvehicle', 'RLV', 'mars', 'aliens']",1510234016
BbMXPLrnjrN,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/e084854287609c79fe2a66d6fa9f5a55/5DA27874/t51.2885-15/e35/23164644_147311636018392_1566963172349313024_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTY0Mjc5MDE2MjQ4ODI0NDk0MQ%3D%3D.2,10539,FALSE,46,1080,1080,"Marking a new era in the country's space program, the Indian Space Research Organisation (ISRO) launched its first dedicated multi-wavelength space observatory – #AstroSat – in Spetember 2015.
Now, two years later, the observatory has accomplished the extremely strenuous job of X-ray #polarisation.
Putting up a strong challenge to prevailing theories of high energy radiation from #pulsars, #AstroSat accomplished the 18-month-long task of measuring X-ray #polarisation of Crab pulsar in the Taurus constellation for the first time.
Source:zeenews 
#AstroSat #isro🚀","['polarisation', 'pulsars', 'AstroSat', 'isro']",1510055869
Ba58501HMgD,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/66d7bcdec06f744cbec755843df7609b/5DA479B6/t51.2885-15/e35/22860728_695514313974038_5515548090435633152_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTYzNzYwNzc5NjA1MjM3OTY1MQ%3D%3D.2,12677,FALSE,39,1080,1080,"""The orbiter is getting ready and integrated,"" he said. ""The lander and rover are undergoing tests. Some more tests are planned for December,"" the ISRO chief said. The lunar spacecraft will be launched onboard the space agency's heavy rocket — Geosynchronous Satellite Launch Vehicle (GSLV) Mark II — from the second launch pad of the space port, located at Sriharikota in Andhra Pradesh.
Source:firstpost
#chandrayaan2 #lunarmission #isro🚀","['lunarmission', 'isro', 'chandrayaan2']",1509438083
Bao8JK2HByI,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/d0dda6cbfe169c493a528767133e78a4/5DB4A5D6/t51.2885-15/e35/22709146_287412375097522_8936234339037872128_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTYzMjgxOTM3NzgzMjk5MTg4MA%3D%3D.2,12523,FALSE,76,1080,1080,"After the unsuccessful launch of navigation satellite IRNSS-1H, Indian Space Research Organisation (ISRO) is gearing up to launch a remote sensing satellite of Cartosat-2 series along with 30 nanosatellites of foreign countries in the second half of December.
Source:timesnownews
#december #cartosat #isro","['december', 'isro', 'cartosat']",1508867259
BaW3fs2gQNT,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/7c1d9e5a544c7320b85fc1dfdb861d0b/5DAA4C16/t51.2885-15/e35/22500246_1936777193249004_4715797455906537472_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTYyNzczMjM4NjM2MTk2NzQ0Mw%3D%3D.2,9316,FALSE,25,360,480,"ISRO Celebrates World Space Week-2017
#worldspaceweek #isro","['isro', 'worldspaceweek']",1508260843
BaWE3blgQXM,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/9cb43744698cb506818931ae2d6a9747/5DC594ED/t51.2885-15/e35/22582434_884523055031049_2381515290677608448_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTYyNzUwOTcxNjcxODUxOTc1Ng%3D%3D.2,6785,FALSE,40,600,480,"Basics of #Spacecraft Systems , written by H. Bhojraj, director of the Programme Planning and Evaluation Group at the ISRO Satellite Centre, aims to reassure students that space technology need not be rocket science.
The book was written keeping in mind students and teachers at the higher secondary education level and uses simple language to explain complex technologies on satellites, rocket technologies and applications, writes Dr. #Bhojraj.
Source: The Hindu 
#spacebooks #isro","['isro', 'spacebooks', 'Bhojraj', 'Spacecraft']",1508234298
BaMBpsSAmj8,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/98206712f56a9654a438f8871956e93e/5DAD2DC9/t51.2885-15/e35/22426702_137558433640933_353180761387433984_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MTYyNDY4MDgyODY2NTc1MTgwNA%3D%3D.2,10751,FALSE,34,640,640,"From a humble beginning at a Church in Thumba, Indian Space Research Organisation (ISRO) has matured to become a major player in the field of space, launching a record 104 satellites at one go from the Satish Dhawan Space Centre in Sriharikota this year, thanks to denial of critical technologies including the one for making #cryogenic engines.

#Denial of imported technology in the 1990s proved to be blessing in disguise for ISRO scientists to develop the one on their #own for the launch of next generation Geosynchronous Satellite Launch Vehicle, GSLV-MkIII, V. #Kumbakarnan, Project Director at the Second Vehicle Assembly facility at #SDSC said ahead of the launch during the World #Space Week celebrations at QIS Institute of Engineering and Technology.
Source: The Hindu","['own', 'Denial', 'cryogenic', 'SDSC', 'Kumbakarnan', 'Space']",1507897069
BZ-Se0IAilK,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/635893e82cc937229b2f3c36f79280e3/5DADBE77/t51.2885-15/e35/22221138_137005140264102_2409695382855483392_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTYyMDgxNDE5ODI5MDM5MzQxOA%3D%3D.2,7369,FALSE,27,1080,1080,"A team of 16 scientists from Satish Dhawan Space Centre (SDSC) SHAR, Sri Harikota, Indian Space Research Organisation is all set to conduct a two-day event at Dr. L. Bullayya College from Sunday.
Contests, space exhibition, science fair and quiz competition, among others form a part of the two-day programme organised as a part of the World Space Week.
Addressing the media on Saturday, deputy general manager of the Second Launch Pad of SDSC G. Surya Narayana said models of rockets including #SLV-3, #ASLV, #PSLV and #GSLV Mk-III along with a few satellite models such as #Aryabhata will be displayed on the college campus.
“Last year, #ISRO conducted similar event in 15 venues in three States. Owing to overwhelming response we are hosting the event in 22 venues spread across Andhra Pradesh, Telangana, Tamil Nadu, Puducherry and Odisha. The idea is to bring a chunk of space technology and #encourage students to take up research in the field,” he stated.
Secretary and correspondent of Dr. L. #Bullayya College G. Madhu Kumar said that ISRO has been scaling new heights and the platform offers a chance for students to look into the opportunities available in the stream.
In the evening, ‘Walk for Space’ rally was flagged off by DCP (Law and Order) K. Fakeerappa. Along with scientists from ISRO, students and college staff took part in the walk taken out from the college premises to Siripurum.
The inaugural session of the programme will begin at 9 a.m. on #Sunday.
#andhra #isro
Source:TheHindu","['SLV', 'ASLV', 'isro', 'ISRO', 'Sunday', 'andhra', 'GSLV', 'encourage', 'PSLV', 'Bullayya', 'Aryabhata']",1507436130
BZ5gK_BAsf5,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/03b3c1ab27281496418e78d9667b5cf0/5DBB553A/t51.2885-15/e35/22158871_1677048752325559_9219386869844803584_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTYxOTQ2NzAzMzM2MjIyMTA0OQ%3D%3D.2,13110,FALSE,90,1080,1080,"Indian Space Research Organization (#ISRO) will set up a research centre in #Guwahati.
This decision was taken during meeting between Chief Minister Sarbananda Sonowal and ISRO Chariman Dr. A.S. Kiran Kumar in Guwahati.
According to state government statement it is for the first time that ISRO is setting up such an exclusive research facility in Assam to explore the possibility of using #geospatial technology, which includes data generated through Global Positioning System (#GPS), Geographical Information Systems (#GIS) and #Satellite #Remote Sensing for expediting development of Assam and using the remote sensing technology for accurate flood warning system, prevention of soil erosion and land slide.
#assam #isro 
Source:economictimes","['assam', 'isro', 'ISRO', 'GPS', 'Satellite', 'geospatial', 'Remote', 'GIS', 'Guwahati']",1507275536
BZIrfHmArty,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/3c71ee33fcf6d8c0db9314af48710f07/5DA661AE/t51.2885-15/e35/21688771_277920552754134_3741842668678807552_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTYwNTcyNDUyMTYxNTI0NDE0Ng%3D%3D.2,7908,FALSE,65,1080,1080,"After suffering a #setback because of the unsuccessful launch of its #navigation satellite #IRNSS-1H on August 31, Indian Space Research Organisation (Isro) will resume satellite launches by December.
The space agency will schedule its next launch mission after a fact-finding committee, appointed to find the exact cause of the glitch in the heat separation mechanism of #PSLV C39 rocket that carried navigation satellite IRNSS-1H, submits its report “soon”.
Isro chairman #ASKiran Kumar said, “We will resume launches by November or December.”
Echoing the chairman, Dr K Sivan, director of #Thiruvananthapuram-based Vikram Sarabhai Space Centre (#VSSC) told #TOI, “We will launch either #Cartosat-2 series remote sensing #satellite or the replacement satellite #IRNSS-1I by November or December. We are yet to finalise which of the two satellites will be launched first.”
Source:EconomicTimes","['IRNSS', 'satellite', 'Thiruvananthapuram', 'TOI', 'VSSC', 'navigation', 'setback', 'Cartosat', 'PSLV', 'ASKiran']",1505637301
BYi2MtfgeYv,isro_india,https://scontent-bom1-2.cdninstagram.com/vp/ed5d08716d1dc366e0134a559cfc50da/5DC6E3E1/t51.2885-15/e35/21372022_1455280391216987_7333759788674711552_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTU5NTA3NTU4NjAzNDg4NjE5MQ%3D%3D.2,7035,FALSE,143,1080,1080,"The PSLV-C39 rocket, which failed to launch the #IRNSS 1H satellite on Thursday, was dragged down by at least one tonne of extra weight from the unseparated heat shield after the second stage, its velocity reduced by one kilometre per second.
This greatly reduced the altitude it was to reach for a successful mission, say scientists privy to the project.
Former Isro Satellite Centre director SK Shivakumar said: “The launch vehicle was carrying at least one tonne more than its design permitted it, as the heat shield did not separate. This affected its velocity. For example, it should have attained a velocity of 9.5km per second at the end of it but attained only 8.5km per second.”
Source: EconomicTimes
#pslv39 #fails #isro🚀","['IRNSS', 'pslv39', 'isro', 'fails']",1504367849
