shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BzJE78igbdD,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/50523d34a6023a7531fa27c1d959fc11/5DC63107/t51.2885-15/e35/65208889_884617721898210_1589095921339446689_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3NDIxMDgxNTAxOTQzMTc0Nw%3D%3D.2,83073,FALSE,1487,1035,1080,it was a calculated risk,[],1561485219
BzI2bBWArLj,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/57a3f1f394f4036f02515e7e5364533f/5DC71B64/t51.2885-15/e35/65223321_154931088972886_3274473426610465946_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3NDE0Njk3OTc4NDYwMjMzOQ%3D%3D.2,95878,FALSE,1042,981,1080,Karen has been defeated,[],1561477609
BzIszfMAw6j,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/d147515969d0bc7f030a5319faea8180/5DB804F8/t51.2885-15/e35/65088367_164737774569805_1693891008580582021_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDEwNDY4MDYzMTQzOTAxMQ%3D%3D.2,110648,FALSE,2495,701,750,prepare yourselves,[],1561472567
BzGveFHAh3y,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/bdbb58dfbb22f185f2a311c97a0655c8/5DC519C1/t51.2885-15/e35/62024408_317883652456314_5438138260722964320_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzU1MzQ1MzcwNzMwNDQzNA%3D%3D.2,98417,FALSE,2289,538,750,?? (@itsallabouttheaesthetic),[],1561406855
BzGkAI1g7DM,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/2623042c20b5b8796e08ba3e4af8e43d/5DBE1BC1/t51.2885-15/e35/64433280_2365897887066639_1077881875651647313_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MzUwMzAxNzYxMjg0OTM1Ng%3D%3D.2,118597,FALSE,2297,1237,1080,???? (@dream.cvlt),[],1561400843
BzGdetygJQa,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/e9af0a215a5fc53042673e712341bf45/5DAAC10E/t51.2885-15/e35/64519363_1795694840533848_3733496047607016310_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MzQ3NDMzMjU0OTQ4NTU5NA%3D%3D.2,76720,FALSE,2291,1080,1080,Crystal & Brandon (@mo_wad),[],1561397423
BzGV66XAirr,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/0a6996a88be93b69a6bcbfa5f36e13ac/5DB57E17/t51.2885-15/e35/64345886_477928179622800_8120569268783028394_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzQ0MTA4NTgyMDExOTc4Nw%3D%3D.2,95877,FALSE,2416,750,750,Classic,[],1561393460
BzGNgoegRDH,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/e6c62b513e3c9c9b91d76df9d2f8d3d9/5DA3945A/t51.2885-15/e35/64413947_470131547078340_8967880274611535830_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzQwNDA5NTU0MDAzOTg3OQ%3D%3D.2,76748,FALSE,2607,702,750,"follow @nathanielknows for some of the funniest memes on ig
-
credit: @a.memeingless.life",[],1561389050
BzERDAzA4A7,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/9fae6e76cb9a6f34de3ef9ff51e32e6c/5DB91438/t51.2885-15/e35/65272333_138389483928906_2133568605797796198_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3Mjg1NjcwMjMwMjI1NzIxMQ%3D%3D.2,67627,FALSE,1386,705,750,Henceforth,[],1561323796
BzD0ZdwgmHY,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/f3e31d617428f06bc06e4f841c2b0e20/5DB2A315/t51.2885-15/e35/65189731_151251502717435_2149237244917255684_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MjczMDcwMTg3ODQxOTkyOA%3D%3D.2,99448,FALSE,1179,1334,1080,"i tried, i really did",[],1561308776
BzDRyIxAzjC,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/91b432541703f0fa2637082d9fac6c2f/5DA14883/t51.2885-15/e35/61898224_395717461043952_5544740706624272299_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MjU3ODQ2NTY5NzMxNTAxMA%3D%3D.2,46251,FALSE,1891,1320,1080,Send this to a notorious Kyle,[],1561290628
BzBjwmiAOmA,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/f6deffb2f581df2e8aff1432ef205a37/5DB4ADFF/t51.2885-15/e35/65272484_484362545638741_3822694584046604644_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MjA5NDU3NTEwMjU4NTIxNg%3D%3D.2,86105,FALSE,986,743,750,if you ignore it long enough it'll go away,[],1561232943
By_VK_4ARAc,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/294af007d0ed38335031f5254c9954f0/5DBDB71A/t51.2885-15/e35/62596395_588239238367945_8236665535156761194_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MTQ2NzQ2ODM3MDU0NjcxNg%3D%3D.2,76161,FALSE,3159,1080,1080,@nathanielknows is a must follow ??,[],1561158186
By_QX4mAqhg,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/5d2ba54b92165814b137b7576fd3bee4/5DBAF16D/t51.2885-15/e35/65228697_369100427078968_2007642653112926387_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MTQ0NjM2MzY3MzExMDYyNA%3D%3D.2,94489,FALSE,864,1320,1080,woahh ?? (@cdyrnkn),[],1561155671
By-1DTBganY,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/b53172efc01a88ef5379006d0067351b/5DA309DA/t51.2885-15/e35/s1080x1080/64756762_143898773387234_3977722352661760467_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTMyNjIwMTY4Njg5NTA2NA%3D%3D.2,42475,FALSE,419,1080,1080,Buy your Keanu for President shirt at the link in our bio and make America breathtaking again.,[],1561141346
By-qI5LAmg2,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/3662eaa6e74533ce1d2d5af47e838d3d/5DA4B861/t51.2885-15/e35/64477195_139063023955507_8133912322644041087_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTI3ODIwNzczNDI3ODE5OA%3D%3D.2,131116,FALSE,1494,750,750,pizza time,[],1561135625
By-dSCmgnG2,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/0bb5e7734674c8bd23174141deb7015e/5DC74355/t51.2885-15/e35/62406738_2355441094674905_3578837424469548381_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MTIyMTY2MTcyOTk3Njc1OA%3D%3D.2,79812,FALSE,1415,1282,1080,"not great, not terrible",[],1561128884
By-WSd7gIQv,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/496865f37860157ba1ac9f0c8c29eca8/5DC6F6C4/t51.2885-15/e35/65137044_213572222942949_2352320808844786158_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTE5MDkwNDc0NzYyMzQ3MQ%3D%3D.2,77661,FALSE,1241,595,750,our page @gamersdoingthings is funny as hell and a must follow if you like gaming,[],1561125218
By8-PeAgqjO,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/0aa19ba4cbafa5bed115f915749999b0/5DC3CCAB/t51.2885-15/e35/62049308_407514830105296_30677347669392955_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDgwMzY3MDU4MDI0MjYzOA%3D%3D.2,92975,FALSE,1206,495,750,I’ll wait (twitter: tH0TSPACE),[],1561079056
By8cYhRAtX-,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/4cb97b708bebf2757148c04f6050d58a/5DAED8DB/t51.2885-15/e35/62515811_436922153528833_1699694490891274417_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDY1NDc1ODk3MjIxNjgzMA%3D%3D.2,85859,FALSE,2563,750,750,i seent it,[],1561061304
By8Jdicg27u,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/b9d4d8249ed96ac2f005accaf3b8b496/5DBE2438/t51.2885-15/e35/64590603_2268446513239433_2879516762934296651_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDU3MTU0MDk1MjYwODQ5NA%3D%3D.2,72284,FALSE,2816,1348,1080,Refreshing,[],1561051384
By72pQHgwRt,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/f72512408bdc18d578c4dd3b8531596c/5DA6198C/t51.2885-15/e35/62200651_2286928594969413_2739076187926574598_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MDQ4ODc4MzAyMjkxNjcxNw%3D%3D.2,71747,FALSE,2075,1080,1080,"if you aren't following @nathanielknows you're messing up
-
credit: @arkanelowe",[],1561041518
By6k3IQA928,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/bd1b7a5333e1bbe7552678bf01750a8a/5DA72AC0/t51.2885-15/e35/s1080x1080/62195175_221463885481034_4756245663195870239_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDEyOTA5NjgzNDQwNzg2OA%3D%3D.2,73687,FALSE,1814,1045,1080,Never fails @drgrayfang,[],1560998640
By5v67Fgctd,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/8dbaa27f10e82c3daf8eebf26a1e7689/5DC13D7C/t51.2885-15/e35/64464902_624199488066299_8027504088388213441_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2OTg5NjI2MTExMjI4NjA0NQ%3D%3D.2,76170,FALSE,1879,996,1080,T-t-t-today junior (twitter: wokestbloke),[],1560970884
By5ocgfAlbg,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/9c75cb2a230eb62bd66cc8149553389b/5DC1B5B1/t51.2885-15/e35/64674958_154807095571138_6404478698664159579_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2OTg2MzM4NDYzOTIzMTcxMg%3D%3D.2,146171,FALSE,3058,1215,1080,you can't,[],1560966965
By5ifGmAE-i,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/b874dc7f9c98af7678eee6f9833d17a7/5DB392ED/t51.2885-15/e35/62449132_342092406482316_1273666833096245173_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTgzNzE3NDcxODYxNTQ1OA%3D%3D.2,107289,FALSE,916,750,750,if this ain't me,[],1560963840
By5PbA4g7vG,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/ab73b50410eb13a58c2bf793d692433e/5DA5FAB4/t51.2885-15/e35/64613951_649453532188439_2716561407576835844_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2OTc1MzMzMDgyNTE0OTM4Mg%3D%3D.2,94593,FALSE,1842,810,1080,"godspeed, Jimbo",[],1560953845
By3w6EDgZMx,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/c692f55c45131d5c01722f573f58560b/5DA61967/t51.2885-15/e35/64431622_490442795034426_4897865964697281544_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTMzNzY1MDExNjAwNjcwNQ%3D%3D.2,93494,FALSE,1469,938,750,Nature never ceases to amaze,[],1560904292
By3hg6qAlqF,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/3e3913f6b915dbd46f7604a6829c3bf4/5DB7BDB2/t51.2885-15/e35/62509798_121745692114856_6811117822434627589_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTI2OTk1MTMzOTk3NzM0OQ%3D%3D.2,86116,FALSE,1462,614,640,@nathanielknows is a must follow ??,[],1560896222
By3A06wgHIp,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/8b823d276d4990e2ed18b94f0799d3d2/5DB3F24B/t51.2885-15/e35/64365808_143404423443586_5519004576296631425_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2OTEyNjE5MDMwMzU3MjUyMQ%3D%3D.2,149365,FALSE,1789,1080,1080,Check this out,[],1560879084
By26Fn3gDwS,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/1bc2843222c3be0924f29202eb6c7450/5DB20215/t51.2885-15/e35/62139581_487939112012837_2539435586097239435_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTA5NjU1MTkyNTQzMTMxNA%3D%3D.2,83692,FALSE,732,561,750,You’re doing great,[],1560875551
By0j7iJAIGR,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/e854c2c39598e16c2b2d3970bc3e3f0e/5DA79195/t51.2885-15/e35/61849008_1449157955226108_7664627020786380956_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2ODQzNjE1MTYwNTE2NjQ4MQ%3D%3D.2,70871,FALSE,1016,1080,1080,if you haven't followed our page @golfersdoingthings yet you're missing out,[],1560796825
By0eeWrg_2p,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/ed895084245eb9a271dd180239c73a56/5DC3C9C9/t51.2885-15/e35/63226386_347338625915583_5278875486615880428_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2ODQxMjE1NjIwMTkyNjA1Nw%3D%3D.2,100980,FALSE,1617,1261,1080,Grilled Cheese Truck 2020 (@tinymediaempire),[],1560793965
By0ZEa2gYD1,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/99856f56c23ddb9e5c8f01773968d3e3/5DB2B044/t51.2885-15/e35/62553499_674930676304800_212330234953339541_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2ODM4ODM4Mzc0MjMyOTA3Nw%3D%3D.2,82151,FALSE,1291,814,1080,?? (@themuffreport),[],1560791131
By0GMhmgnHp,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/3de28dc5bced00db872417aef1393bc9/5D9FE6DA/t51.2885-15/e35/62146138_334876117182065_6426400518346611789_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2ODMwNTM3Nzg2MjI1MDk4NQ%3D%3D.2,100744,FALSE,2193,1080,1080,not hoppy enough,[],1560781236
Byyv87AAPrh,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/71d1ef9c3469af70e9751fd7f4535ac4/5DC70E42/t51.2885-15/e35/64686755_643374546136431_649070864670782825_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NzkyNjA3MzYyMTkzNjg2NQ%3D%3D.2,112433,FALSE,2433,516,750,If you see this on the wall you better run,[],1560736019
ByvxShLgEBc,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/6307622a996b3bb44fc65a47acec2bb4/5DA2CF0A/t51.2885-15/e35/62534140_464359387671146_5970097927887825968_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2NzA4NzUzMDg0MjQwNzAwNA%3D%3D.2,113686,FALSE,1266,1062,1080,where we droppin boys (twitter: JimMFelton / @iflscience),[],1560636057
BytHT0ugHSK,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/73623b8b502e2f46a86e39c1e7182f7a/5DAC4104/t51.2885-15/e35/64299884_144935016656053_8048919720356284756_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NjMzOTk1MjY0MzMwNjYzNA%3D%3D.2,102975,FALSE,2084,1296,1080,if you aren't following @nathanielknows you're messing up,[],1560546939
ByskDMhAAl6,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/c42c5128fdced660cc869d4a4de2d672/5DBDAE6F/t51.2885-15/e35/64422360_855698351460468_8585307856959190928_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NjE4NDg3ODMyNzU5NzQzNA%3D%3D.2,91902,FALSE,1072,750,750,musician of our generation,[],1560528453
ByqiwqogvOb,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/891d0ef8a8687993139c59a77fd6cca9/5DB7BFD4/t51.2885-15/e35/61994309_2221014268229381_4729370408636262918_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NTYxNjI1Njk5NTg4MTg4Mw%3D%3D.2,84749,FALSE,1219,570,750,Whatever it takes,[],1560460668
ByqRUBdAUU9,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/8ff18827fe7339d7cec356fcdf9767fd/5DB288B3/t51.2885-15/e35/61710934_1226222757547438_4087999631446089213_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NTUzOTUyMTg0MzM4MTU2NQ%3D%3D.2,87752,FALSE,1233,770,640,good luck,[],1560451520
ByqFE3iAm0M,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/056681dcf4fff3108fb94a9720f45132/5DC46DBA/t51.2885-15/e35/61955656_687797731663384_7455669198907763598_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2NTQ4NTcwMzgzOTY0MDg0NA%3D%3D.2,103757,FALSE,2562,1080,1080,dumbass dog can't even spell @doggosdoingthings,[],1560445105
Byp53dHAGiN,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/8c7db7157305baad875cf8326e257121/5DA4D564/t51.2885-15/e35/64245340_2356318274582048_5803885348985013734_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NTQzNjQwMzYwNDQxNjY1Mw%3D%3D.2,77479,FALSE,890,772,750,let's get this bread,[],1560439228
ByoTQJBg0ZM,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/dd67f752809dc245e9fa5a317076e82d/5DA5332F/t51.2885-15/e35/61804919_903101256695185_8532026408530532342_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NDk4NTEwMTIzMzc2ODAxMg%3D%3D.2,142507,FALSE,4691,1252,1080,Hate when this happens (@dennisrodman),[],1560385428
BynbsChgYlH,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/90cff253b02a73260d74423b46e7a0d1/5DBE68A4/t51.2885-15/e35/64324281_142929316781094_3108842433826332168_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NDc0MDcyNzc5NTA1OTAxNQ%3D%3D.2,117728,FALSE,2173,1080,1080,brother,[],1560356296
BynU4rKA7JO,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/517d024ce341d893d2b16a978cb44211/5DAA4903/t51.2885-15/e35/62453706_426640234586782_4396596872945653267_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NDcxMDgwOTczMjQ5MzkwMg%3D%3D.2,102363,FALSE,1286,1080,1080,wrong move bucko,[],1560352730
BynM1Q8Ar7G,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/f7a52073bba4de34dba81776d5438965/5DC1F702/t51.2885-15/e35/62397494_590615954765537_3618949811916563621_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDY3NTM5MTA0OTc0NDA3MA%3D%3D.2,86673,FALSE,627,534,750,@tatumstrangely,[],1560348508
Byl3aMkAHxR,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/ee598a89c55d4eaf929360328de59efa/5DA17B77/t51.2885-15/e35/s1080x1080/62488736_320592612220658_5426955043369308530_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDI5OTY5Njk3MjY1OTc5Mw%3D%3D.2,110187,FALSE,2631,933,1080,Poor kid,[],1560303722
BylapjyAc2Y,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/17b74112fa844056f1b050ce5542d33d/5DB324E9/t51.2885-15/e35/61331369_443342813162640_3758653199328773517_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NDE3MzIwOTM0NzAxODEzNg%3D%3D.2,101296,FALSE,2202,1164,1080,follow @nathanielknows for some of the funniest memes on ig ??,[],1560288643
Byk6uqfgW1O,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/7eeb88633c9a4642592a26a955199d9d/5DC29430/t51.2885-15/e35/61358245_396297620975318_6584613902312516698_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDAzMjgyMjY2MTgzNjExMA%3D%3D.2,91220,FALSE,1259,640,640,end of an era,[],1560271908
Byk0YiLgoUY,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/2a31eb54875a4990a52eb9d93b0c01ab/5DADEB9F/t51.2885-15/e35/62198193_2707903845903564_1837584047941326705_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDAwNDkxMzYyODg3NDAwOA%3D%3D.2,61022,FALSE,1619,714,750,It’s a Jeep thing,[],1560268581
ByizuHRgjUc,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/adfaf6cf2bcc26a5bb0574d7afd01520/5DA9ECCA/t51.2885-15/e35/62184984_140785550333220_1983696535162181912_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MzQzOTA0ODU2NzA0MzM1Ng%3D%3D.2,86485,FALSE,1670,469,640,every time (@wilfordbrimly),[],1560201124
Byinlchgh1_,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/95b1898f33b40f31839b1affadd2b763/5DB30580/t51.2885-15/e35/62488737_377333953128893_2839164322460639159_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2MzM4NTY3NjM1MDYyNzE5OQ%3D%3D.2,96672,FALSE,2181,1350,1080,??????,[],1560194762
ByicjwqA4Ou,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/e48893d1cb51d363fd0f45b23d65aa59/5DA5B66E/t51.2885-15/e35/62581315_472709163474623_2046567772706524107_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MzMzNzE4MjAxNzU4NjA5NA%3D%3D.2,94310,FALSE,2297,640,640,Send this to a Kyle,[],1560188981
ByiRr1pgIO_,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/218052ff11b08962b025ea8970600fc0/5DBDFDB7/t51.2885-15/e35/61693753_149495076109159_940165414576165357_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MzI4OTM1ODYyMTkwMTc1OQ%3D%3D.2,83454,FALSE,1515,766,1080,hello darkness my old friend,[],1560183280
BygSNhUAgLl,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/239265dec45e9ecde0f3b455f1ae9eea/5DB7212B/t51.2885-15/e35/62360305_421234272066512_6198145431076892954_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2MjcyODcyMzI5NTI0MDkzMw%3D%3D.2,85148,FALSE,950,1334,1080,dammit karen,[],1560116447
Byf9emhgat8,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/222da8566ed1d558b310d0d4c915be0f/5DBBC9F2/t51.2885-15/e35/61914288_145594486499547_5387014344014744768_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2MjYzNzUzODE0NDc5MTQyMA%3D%3D.2,62924,FALSE,1381,604,1080,the real mvp (twitter: pray4rain),[],1560105577
BydldKyAN4G,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/d5476a459348fbfd09dce3dd1fab3990/5DA6C4A1/t51.2885-15/e35/61847750_455702231667644_3778535624497221832_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MTk2ODkzNjU2NzYyNzI3MA%3D%3D.2,97165,FALSE,2766,976,1080,too real,[],1560025873
Byav-BSgQN6,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/9ede36b87da0479d95f1ce4e4e6d0b25/5DBABCBF/t51.2885-15/e35/61352592_825108987876360_8731379954114354046_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MTE3MDc0OTY1MzE4OTQ5OA%3D%3D.2,77362,FALSE,1542,1192,1080,monsters in the front horses in the back (@sean_speezy),[],1559930722
ByagvBAAi3z,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/4ae71f7e865fd567018b7c94b99c4c29/5DA025BC/t51.2885-15/e35/62181636_2383092278646434_4859955265237823938_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2MTEwMzc0Nzg1MzA2OTgxMQ%3D%3D.2,86230,FALSE,1474,1118,1080,one with nature @catsdoingthings,[],1559922735
ByaTqsNgBRh,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/1b1ad844ad290f20b9ab7a04ab0e3c1e/5DA809A2/t51.2885-15/e35/64228931_668481120291521_2665857775291386684_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MTA0NjI3NjA0ODI5NTAwOQ%3D%3D.2,106117,FALSE,2691,736,750,Not gonna tell you again,[],1559915884
ByYOjkAA_-B,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/bf990a8a9adc284c85624e98178216e0/5DB933B9/t51.2885-15/e35/61261453_176921789974133_7197841458753939339_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MDQ2MDg0NjAwOTgxMDgxNw%3D%3D.2,140501,FALSE,2530,794,640,??,[],1559846095
ByX-LnlAMPp,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/4357907c9b61d86a799052fe6c7033f6/5DBAE35E/t51.2885-15/e35/s1080x1080/62184744_295163554700917_6847312745001012583_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MDM4ODgzMTgzOTk2MjA4OQ%3D%3D.2,88205,FALSE,1872,886,1080,is this true?,[],1559837510
ByV4P4Lgygf,shitheadsteve,https://scontent-bom1-2.cdninstagram.com/vp/1a8a2308208c2f07ce711fc21c710b77/5DA4E1D4/t51.2885-15/e35/61350371_131544961371934_5967686843544033612_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTc5OTc4NjMxMTMyOTgyMw%3D%3D.2,72328,FALSE,957,750,750,Legend (@mateocray),[],1559767290
